GeneID	GeneName	blastula 128-cell	blastula1k-cell	blastuladome	cleavage2-cell	gastrula50-epiboly	gastrula75-epiboly	gastrulashield	hatchinglong-pec	larvalday4	larvalday5	larvalprotrudingmouth	pharyngulaprim-15	pharyngulaprim-25	pharyngulaprim-5	segmentation1-4somites	segmentation14-19somites	segmentation20-25somites	zygote
ENSDARG00000002463	arhgef37	24	24	11	23	8	5	6	1	2	1	1	2	1	3	4	3	3	8
ENSDARG00000002467	rdh14b	28	29	26	13	7	9	5	5	8	9	7	5	5	7	10	11	10	8
ENSDARG00000002479	ercc6l	30	31	30	7	37	29	38	6	4	2	4	14	11	18	13	11	14	5
ENSDARG00000002483	WNT7A (1 of many)	0	0	0	0	0	0	0	0.6	1	1	1	0.8	0.1	0.9	3	2	1	0
ENSDARG00000002487	noc3l	3	3	5	0.4	20	46	36	8	7	8	8	16	13	25	49	43	38	0.3
ENSDARG00000002494	itgb6	6	8	2	1	0.2	0	0	3	4	4	3	2	2	3	1	2	3	0.9
ENSDARG00000002506	zgc:92818	43	30	25	84	58	51	57	26	20	16	21	29	28	29	24	29	30	71
ENSDARG00000002507	itga10	0	0	0.2	0	0.2	1	0.9	2	3	3	4	0.7	1	1	0	1	2	0
ENSDARG00000002508	ankrd33ab	0	0	0	0	0	0	0	0	0.4	0.5	1	0	0	0	0.3	0.3	0.3	0
ENSDARG00000002509	zgc:153911	3	4	11	1	16	2	6	0	1	0.6	2	0.7	0.2	1	0.5	0.5	0	1
ENSDARG00000002510	dmbx1b	0	0	0	0	0	0	0	2	1	1	1	1	1	2	2	2	3	0
ENSDARG00000002523	hsdl2	28	28	25	49	25	21	27	23	35	22	29	32	29	35	32	31	36	64
ENSDARG00000002533	adora2b	0	0	0.6	0	0	0	0	0.6	0.7	0.8	0.7	0.8	0.7	2	1	0.5	1	0
ENSDARG00000002536	tm9sf4	100	87	83	97	81	54	65	16	15	12	18	22	17	30	36	23	24	60
ENSDARG00000002538	smu1a	66	56	60	81	82	85	101	26	15	12	18	28	32	34	55	51	44	105
ENSDARG00000002546	rundc3ab	13	18	11	15	4	0.3	3	14	12	12	14	4	8	2	0.3	0.8	2	6
ENSDARG00000002549	eif3eb	14	19	18	6	8	1	6	3	4	5	4	5	5	5	3	4	5	9
ENSDARG00000002552	mapkapk2a	101	97	85	59	62	51	50	17	15	13	17	30	25	34	42	37	37	53
ENSDARG00000002564	syngr1a	1	0.7	1	2	0.6	0	0	14	23	24	21	11	13	7	0	0.6	3	0.6
ENSDARG00000002571	tmod2	10	12	8	3	6	4	4	6	7	6	7	7	5	6	5	3	5	1
ENSDARG00000002576	cabp5a	0	0	0	0	0	0	0	0	3	3	2	0	0	0	1	0.5	0.4	0
ENSDARG00000002582	tbx15	0.2	0.1	0.2	0	0.1	0.1	0.2	6	5	4	5	4	6	3	0.7	1	2	0
ENSDARG00000002587	dpysl3	0	0.1	0.3	0	0.4	0.4	0.4	74	45	40	55	27	57	15	4	9	14	0
ENSDARG00000002589	mylpfb	1	2	2	0.8	1	1	0.8	1895	1573	1288	2043	673	985	135	1	0.9	8	1
ENSDARG00000002591	ruvbl1	117	101	58	160	62	92	80	31	19	14	23	45	44	58	88	72	69	164
ENSDARG00000002593	slc45a2	0	0	0	0	0	0	0	28	16	18	19	19	20	15	0	0	4	0
ENSDARG00000002597	pabpc1l	85	55	47	125	22	2	6	0	0	0	0	0	0	0	0.7	0.3	0	49
ENSDARG00000002600	pcsk1	0	0	0	0	0	0.1	0	1	8	8	4	0.4	0.5	0	0	0	0	0
ENSDARG00000002601	irx7	0	15	53	0	32	108	64	5	3	3	3	4	4	7	51	21	11	0
ENSDARG00000002607	unm_sa1614	0.2	0	0	0	0	0	0	3	3	3	2	0.8	2	0.5	0	0.1	0.3	0
ENSDARG00000002609	rnf145a	2	1	2	0.8	1	4	1	4	4	4	4	3	5	3	13	7	5	0.2
ENSDARG00000002613	rpa3	92	133	111	192	107	38	70	24	17	11	18	54	45	55	55	68	55	220
ENSDARG00000002632	anxa11b	10	10	9	4	11	7	10	27	27	24	30	28	24	28	13	18	24	2
ENSDARG00000002634	b4galt1	0	0.1	0.4	0	10	12	11	9	8	6	9	8	5	5	7	4	5	0
ENSDARG00000002635	FAM184A (1 of many)	0	0	0	0	0	0	0	2	5	6	5	0.4	0.9	0.3	0	0	0	0
ENSDARG00000002642	sh3gl1b	13	13	8	11	5	9	6	8	10	8	9	12	10	15	16	12	15	10
ENSDARG00000002644	rgs5a	0	0	1	0	2	1	2	3	21	18	13	2	0.7	2	0.4	0.4	1	0
ENSDARG00000002656	stxbp5a	0.4	0.4	0.4	0.1	0.1	0	0	2	7	7	6	0.8	2	0.5	0.2	0.3	0.5	0
ENSDARG00000002659	mapre1b	78	82	94	63	114	86	105	53	26	17	39	55	71	60	86	83	80	31
ENSDARG00000002663	optn	5	5	1	3	0.2	0.8	0.2	6	10	8	7	8	5	9	4	4	7	3
ENSDARG00000002666	kcnj1b	15	15	15	8	7	3	4	2	2	2	2	2	2	2	1	0.9	1	4
ENSDARG00000002670	ATG14	30	30	25	41	11	11	10	9	9	10	6	7	9	8	11	11	11	48
ENSDARG00000002682	tbcela	5	6	4	0.9	0.9	1	0.7	2	4	4	3	1	2	1	0.6	0.9	2	0.3
ENSDARG00000002685	fam113	88	83	72	139	25	1	11	0	0	0	0	0	0	0	0.5	0	0	146
ENSDARG00000002690	rabif	7	13	6	5	4	7	6	12	8	5	9	12	13	11	11	13	11	4
ENSDARG00000002696	gnb3b	0.3	0	0.7	0.6	0.3	0.3	0.6	0.1	302	258	230	0	0.1	0	0.3	0	0	0.3
ENSDARG00000002701	rasl12	0	0	0	0	0.2	0	0	0.3	1	1	1	0	0.3	0.2	0.2	0	0.2	0
ENSDARG00000002707	her11	0.3	5	34	0	9	17	6	0	0	0	0	0.8	0.6	2	13	6	5	0
ENSDARG00000002710	ncl	329	316	410	82	707	882	811	106	101	118	113	189	190	336	809	552	486	46
ENSDARG00000002720	utp15	25	22	29	10	52	60	65	9	7	7	9	16	17	27	49	46	39	7
ENSDARG00000002728	kiss1ra	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0
ENSDARG00000002731	sdc2	19	22	18	6	19	20	16	42	61	53	53	44	30	47	27	20	29	4
ENSDARG00000002732	spon2b	0	0	0	0.1	0	0	0	2	10	8	9	0.7	0.8	0.9	0	0	0	0
ENSDARG00000002745	tdh	34	42	26	7	15	53	31	47	64	140	61	46	44	40	44	36	38	2
ENSDARG00000002748	sema6d	12	11	9	6	4	5	3	4	7	8	6	3	4	4	8	7	4	3
ENSDARG00000002750	phf20a	5	3	3	1	2	2	2	4	2	2	2	2	3	2	2	2	2	0.5
ENSDARG00000002754	pdcd2l	3	3	3	7	3	9	5	4	5	4	3	6	5	9	13	12	11	11
ENSDARG00000002758	dedd1	12	11	6	20	8	10	7	10	26	46	15	6	9	5	9	11	11	16
ENSDARG00000002760	gdf5	2	2	1	1	0	0	0	0.4	1	1	1	0	0	0	0	0	0	0.6
ENSDARG00000002764	miox	0	0	0	0	0	0	0	6	14	21	8	6	2	5	0	0	1	0
ENSDARG00000002768	pvalb2	1	0.9	2	1	2	1	2	3405	4515	5141	4861	893	1929	158	1	2	15	2
ENSDARG00000002771	SLC4A5 (1 of many)	0	0	0	0	0	0	0	0	2	2	3	0	0	0	0	0	0	0
ENSDARG00000002779	pdx1	7	4	5	2	4	3	3	2	3	4	4	2	1	0.9	0.6	2	2	0.7
ENSDARG00000002787	tle3a	70	64	35	68	11	33	19	27	17	15	17	28	37	31	52	45	38	58
ENSDARG00000002790	ap2m1a	21	26	28	3	25	24	24	95	95	82	105	101	94	97	64	87	94	0.8
ENSDARG00000002791	atp1a1a.1	79	73	87	65	87	75	91	39	70	65	67	49	37	56	56	43	49	46
ENSDARG00000002792	arcn1a	74	81	83	29	58	28	38	24	17	11	23	28	24	33	39	30	32	21
ENSDARG00000002794	RNF14 (1 of many)	0	0	0	0	0	0	0	0.3	1	2	0.3	0.1	0	0	0.1	0.3	0	0
ENSDARG00000002795	meis3	0.6	0.3	0.3	0	1	26	3	24	9	9	12	31	29	37	51	34	34	0
ENSDARG00000002797	BX908804.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0.9	0	0	0
ENSDARG00000002798	cog8	17	16	12	5	6	6	6	5	5	5	5	6	5	6	7	5	6	3
ENSDARG00000002816	rasgrf2b	0	0	0	0	0	0	0	0	0.8	0.9	0.4	0	0	0	0	0	0	0
ENSDARG00000002826	cep57l1	51	46	11	66	5	13	9	6	4	4	4	11	12	12	14	16	11	55
ENSDARG00000002830	trmt2a	33	28	27	19	10	1	3	5	4	4	5	8	9	12	12	14	17	10
ENSDARG00000002831	col4a4	0.4	0.3	0.3	0.3	0.1	0	0.1	1	0.9	0.7	0.9	3	2	3	0	0.2	1	0.3
ENSDARG00000002840	si:dkey-28b4.8	5	4	4	2	3	1	2	14	15	14	17	6	11	5	4	4	5	1
ENSDARG00000002847	fndc1	0.3	0.8	0.5	0.1	0.2	0	0.2	0.9	2	2	1	0.9	1	0.4	0	0.1	0.2	0.2
ENSDARG00000002872	zgc:113210	4	6	2	3	4	7	4	6	4	3	4	4	4	3	4	3	4	3
ENSDARG00000002877	reps1	40	39	17	32	6	6	5	6	6	7	6	7	8	8	9	7	9	14
ENSDARG00000002880	VPS50	5	8	3	2	0.5	0.1	0.1	3	5	4	5	3	4	3	2	2	3	0.7
ENSDARG00000002894	aven	22	25	22	3	13	12	11	7	5	5	6	8	9	9	17	14	12	2
ENSDARG00000002897	INPP1	0.6	0.6	1	0.5	2	1	1	3	5	4	4	3	3	3	3	3	2	0.1
ENSDARG00000002909	tjp3	80	72	62	77	60	25	47	7	10	9	7	10	6	11	6	6	9	84
ENSDARG00000002912	adipor1a	62	74	17	31	8	9	10	19	19	18	23	11	19	12	19	14	14	27
ENSDARG00000002916	sec31b	15	16	14	4	12	5	7	4	5	6	4	4	5	4	5	4	5	2
ENSDARG00000002917	gls2b	0	0	0	0	0	0	0	0	5	6	2	0.3	0.6	0.3	0	0.4	0.4	0
ENSDARG00000002933	gbx2	3	1	0.9	0	0	0.4	0	11	6	6	8	6	7	8	18	10	9	0
ENSDARG00000002937	meis1a	1	1	2	1	1	2	1	20	13	11	15	26	24	27	16	27	29	0.8
ENSDARG00000002945	bgnb	1	2	1	0.7	1	0.1	0.6	1	5	5	4	0.3	0.9	0.4	0.7	0.3	0.5	1
ENSDARG00000002947	abcd3b	6	8	5	3	3	3	3	3	7	5	6	3	2	5	5	2	3	2
ENSDARG00000002949	ppp6c	117	111	86	137	65	58	57	44	37	32	44	53	51	55	71	66	66	89
ENSDARG00000002952	smo	2	1	4	0.5	19	31	25	10	5	5	6	17	18	19	35	30	27	0
ENSDARG00000002956	si:dkey-32n7.4	1	1	0.9	4	0.4	0.1	0.4	0.4	0.8	0.8	0.4	0.3	0.1	0.4	0.1	0	0.2	3
ENSDARG00000002959	gpr34b	0	0	0.5	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000002967	pdap1b	34	38	25	41	15	16	10	18	22	21	25	16	14	16	14	13	12	37
ENSDARG00000002968	a1cf	0	0	0	0	3	18	10	4	19	14	13	5	0.9	8	4	0.9	2	0
ENSDARG00000002970	ss18	74	71	87	34	135	171	173	58	33	31	40	62	72	66	95	91	80	19
ENSDARG00000002971	phc1	17	18	18	6	18	21	20	8	5	5	5	11	14	14	16	15	14	4
ENSDARG00000002986	gda	0	0	0	0.3	0	0	0	0	7	9	0.8	0	0	0.6	0	0	0	0.3
ENSDARG00000002988	tnnt2d	0	0	0	0	0	0	0	167	120	107	153	67	105	12	0	0.7	2	0
ENSDARG00000002991	cep135	19	18	8	31	5	11	6	4	3	2	3	6	6	6	10	8	7	27
ENSDARG00000002994	itpkca	51	57	32	30	6	5	3	8	12	10	11	7	8	7	6	5	8	25
ENSDARG00000003008	prkcea	1	1	1	0.7	0.6	2	0.7	7	10	11	9	5	5	5	4	4	5	0.2
ENSDARG00000003017	ube2al	138	151	80	67	55	36	41	24	29	22	34	22	22	23	37	35	31	47
ENSDARG00000003020	lrrc4.2	0	0	0	0	0	0	0	3	6	8	6	1	2	1	0.4	0	0.8	0
ENSDARG00000003021	hdac8	14	13	14	21	14	7	12	5	3	2	4	6	4	6	6	6	6	17
ENSDARG00000003022	limk1b	0	0.3	0.7	0	0.2	0.7	0.3	4	4	4	4	4	4	5	4	3	4	0
ENSDARG00000003027	scnm1	25	32	23	4	7	3	4	3	3	2	2	3	3	2	4	3	3	1
ENSDARG00000003032	eif4a1b	31	43	39	35	31	15	21	188	205	214	202	164	133	117	37	51	86	28
ENSDARG00000003035	hspa9	70	81	69	16	78	66	73	35	40	31	46	47	43	65	60	50	70	13
ENSDARG00000003041	CABZ01111496.1	11	9	5	16	1	1	1	2	3	2	2	2	3	2	2	1	2	5
ENSDARG00000003046	sorbs2a	4	4	2	2	0.5	0.5	0.5	2	3	3	2	1	2	1	0.9	0.6	0.8	1
ENSDARG00000003054	tacr3l	0	0	0	0	0	0.2	0	0	0.5	0.6	0.3	0	0	0	0.1	0.1	0	0
ENSDARG00000003058	fgfr1op	3	3	1	6	4	9	6	9	7	7	9	9	12	12	14	15	15	7
ENSDARG00000003061	cd276	2	2	5	3	3	7	4	20	8	5	13	28	26	31	19	27	30	1
ENSDARG00000003068	gorasp1a	13	13	12	13	12	10	7	8	8	6	9	8	8	10	17	12	14	6
ENSDARG00000003069	btbd7	11	12	4	2	1	1	0.8	1	2	1	1	0.7	1	0.8	0.5	0.6	0.7	1
ENSDARG00000003077	si:ch73-111m19.2	0	0	0	0	0	0	0	5	5	8	6	1	2	0	0.2	0.4	0	0
ENSDARG00000003081	mybphb	0.4	0	0.4	0.1	0.6	1	0.8	649	612	616	675	399	539	219	16	32	89	0
ENSDARG00000003084	spire2	11	7	7	0.8	1	0	0.3	0.5	1	1	0.9	0.2	0.5	0.3	0.4	0.1	0.3	0.2
ENSDARG00000003085	stambpl1	4	5	3	2	2	3	2	2	2	2	3	1	2	1	5	3	3	0.9
ENSDARG00000003087	ubxn6	19	19	9	8	4	4	4	9	12	15	10	8	6	8	6	8	7	3
ENSDARG00000003091	oclnb	57	53	43	74	28	21	22	8	11	10	9	12	5	12	13	8	9	100
ENSDARG00000003098	kdm5bb	11	16	21	3	22	33	26	47	28	26	33	35	37	34	42	31	32	4
ENSDARG00000003109	rcan1a	14	14	14	13	7	7	4	11	12	10	11	11	8	14	24	12	16	6
ENSDARG00000003113	ada	0	0	0	0	0	0	0	8	97	143	29	1	3	0.5	0.3	0	0	0
ENSDARG00000003127	zgc:123105	42	46	34	45	38	48	43	22	29	31	29	30	33	33	43	37	37	34
ENSDARG00000003132	apip	2	2	5	0.7	14	29	21	24	24	27	25	32	28	44	51	52	49	0
ENSDARG00000003142	dachc	0.3	1	0.3	1	0.2	0.5	0	6	5	6	6	4	4	3	2	2	3	2
ENSDARG00000003144	pxmp2	14	13	16	15	15	3	8	1	4	6	3	1	2	2	5	4	4	4
ENSDARG00000003145	CLMP	0.6	0	0	0	0	0.7	0.6	1	2	2	2	0.7	0.6	0.5	0.7	0.3	0.7	0
ENSDARG00000003146	si:dkey-27m7.4	0	0	0	0	0	0	0	2	6	7	5	0.7	1	0	0	0	0	0
ENSDARG00000003151	skp1	156	159	217	303	227	175	195	165	140	130	166	174	202	191	241	283	230	362
ENSDARG00000003153	nudt21	77	92	93	41	120	128	131	49	27	21	35	66	60	78	99	91	84	41
ENSDARG00000003157	nfkbil1	3	4	2	3	2	3	2	2	2	2	2	3	3	2	3	3	3	3
ENSDARG00000003165	nr2f6b	0	0	0.1	0	5	8	7	16	16	16	14	45	36	51	25	38	49	0
ENSDARG00000003167	mlst8	13	17	16	6	11	3	6	7	8	6	7	8	7	8	8	8	10	5
ENSDARG00000003169	magi1b	13	11	12	5	30	34	38	16	15	16	16	13	15	12	11	9	11	5
ENSDARG00000003175	stx5al	11	10	8	5	4	4	3	9	7	8	9	10	10	10	13	15	14	5
ENSDARG00000003181	sult1st4	0	0	0	0	0	0	0	6	2	2	2	3	1	2	0	0	0.5	0
ENSDARG00000003189	psmd1	36	35	33	11	38	55	52	72	48	35	55	83	110	99	90	90	105	7
ENSDARG00000003193	rassf7b	0	0	19	0	22	10	17	4	7	6	4	4	3	5	4	5	6	0
ENSDARG00000003197	wdr21	60	72	70	18	23	15	16	8	9	9	8	8	10	8	11	10	10	11
ENSDARG00000003200	foxm1	27	36	16	4	9	14	11	6	3	2	3	10	12	11	13	13	14	3
ENSDARG00000003203	rhcga	0	0	0	0	0	2	0	0	29	33	32	0	0	0	0	0	0	0
ENSDARG00000003205	ngly1	19	17	10	21	17	19	21	7	8	5	7	8	9	8	15	11	10	19
ENSDARG00000003206	chchd6a	27	31	30	3	13	1	4	9	10	10	13	6	7	4	1	2	3	0.6
ENSDARG00000003207	mterf3	10	11	7	2	6	8	5	5	6	10	5	4	5	6	5	7	7	1
ENSDARG00000003208	pomk	1	1	1	0.5	1	2	2	2	3	3	3	2	2	2	3	3	3	0.1
ENSDARG00000003210	ANO2 (1 of many)	0	0	0	0	0	0	0	0.9	5	6	4	0	0	0	0	0	0	0
ENSDARG00000003213	naa15a	116	104	114	99	118	66	112	30	27	25	27	47	43	59	60	51	56	73
ENSDARG00000003216	anxa2a	0	0	0	0	0	2	0	54	64	56	44	57	43	42	53	29	35	0
ENSDARG00000003217	urb2	27	28	22	11	7	8	5	3	3	2	3	4	4	7	14	10	9	6
ENSDARG00000003219	bin2a	0	0.2	7	0	5	0.4	3	4	21	13	18	5	3	5	0.4	0.6	2	0
ENSDARG00000003229	gdf9	21	22	11	10	2	0	0.4	0	0	0	0	0	0	0	0.3	0.3	0.4	7
ENSDARG00000003235	nup88	49	39	35	31	40	38	42	12	9	8	11	14	18	21	33	29	25	19
ENSDARG00000003244	gbp3	11	15	4	2	2	0.6	0.8	1	1	1	1	1	1	1	4	2	3	1
ENSDARG00000003250	pik3cd	17	12	3	7	0.2	0	0	0.3	1	1	1	0.1	0.1	0.4	0	0.1	0.1	4
ENSDARG00000003251	zbtb22b	17	18	10	2	3	1	2	2	2	3	2	2	3	2	2	1	1	0.9
ENSDARG00000003257	zgc:101559	0.9	1	2	2	3	4	3	3	3	3	3	3	3	4	5	3	3	1
ENSDARG00000003259	loxa	0	0	0	0	0	0	0	0.9	6	4	6	0	0	0	0	0	0	0
ENSDARG00000003269	clcn3	18	18	15	7	10	7	7	10	13	11	13	10	8	11	10	6	9	2
ENSDARG00000003270	dhps	21	25	24	15	23	6	12	5	8	9	7	6	6	8	10	10	10	6
ENSDARG00000003281	pik3ip1	1	0.9	2	0.4	10	10	15	6	17	27	14	6	3	7	9	8	6	0.4
ENSDARG00000003287	wdr12	36	41	33	9	26	27	19	9	7	7	9	15	13	25	57	43	37	3
ENSDARG00000003290	dab1b	0	0	0	0	0	0	0	1	2	3	2	0.3	0.9	0.4	0.1	0	0	0
ENSDARG00000003293	sox9a	0.8	0	0.7	0	0.4	3	0.9	22	20	19	18	11	15	11	8	7	13	0
ENSDARG00000003303	stc1	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0
ENSDARG00000003307	stx16	7	6	3	4	7	8	7	7	6	5	6	6	8	6	10	9	8	2
ENSDARG00000003308	emc2	34	37	42	18	26	17	14	61	48	37	58	63	73	63	59	61	69	15
ENSDARG00000003311	pank2	3	3	2	3	3	6	3	10	24	34	15	8	8	8	10	9	10	4
ENSDARG00000003313	si:ch73-70c5.1	0	0	4	0	41	15	38	2	3	2	3	2	1	2	2	0.9	1	0
ENSDARG00000003320	fam91a1	13	15	9	3	4	4	3	7	11	10	11	6	7	6	3	3	5	3
ENSDARG00000003326	cacng5a	0	0.6	0	0	0	0	0	0	2	2	3	0	0	0	0.2	0	0	0
ENSDARG00000003328	slf2	17	17	6	3	0.7	1	0.7	2	2	2	2	2	2	2	2	2	2	3
ENSDARG00000003344	trpc2b	0	0	0.2	0	0	0.2	0.1	0	0.1	0.3	0	0	0	0	0.1	0	0	0
ENSDARG00000003373	commd2	6	8	11	0.9	20	27	29	19	14	11	16	22	16	23	20	23	23	0
ENSDARG00000003375	gng12a	0.6	0.3	0.4	0	0.6	4	2	12	12	9	14	11	10	14	8	11	12	0
ENSDARG00000003380	PAOX	0.9	0.5	0.6	1	1	0.7	0.8	2	9	7	4	1	2	0.8	1	0.8	0.8	0.4
ENSDARG00000003381	si:ch211-266g18.6	8	7	3	2	0.8	0	0	3	3	3	2	3	1	2	0	0.2	0.3	5
ENSDARG00000003382	cwc25	54	57	61	56	50	23	35	17	13	15	14	17	20	19	32	32	28	47
ENSDARG00000003383	asb8	62	57	14	49	2	0.8	1	11	17	16	18	6	9	4	2	2	4	33
ENSDARG00000003395	col4a3	0.6	0.7	0.2	0.7	0	0	0	1	0.8	1	1	2	1	3	0	0.4	1	0.1
ENSDARG00000003398	rbpja	43	45	33	32	19	12	13	7	5	4	5	10	11	10	14	13	13	18
ENSDARG00000003399	fgf8a	0	0.2	16	0	22	23	18	2	2	2	2	4	4	7	46	28	16	0
ENSDARG00000003403	tenm1	0.4	0.7	0.2	0.3	0	0.1	0	2	5	6	5	0.8	1	0.7	0.6	0.6	0.3	0
ENSDARG00000003411	foxa2	0	0	4	0	13	46	29	8	5	4	5	7	7	8	18	10	13	0
ENSDARG00000003414	capslb	0	0	0	0	0	0	0	1	0.8	0.8	0.7	1	0.8	1	0	0.6	0.6	0
ENSDARG00000003420	chrna5	0	0	0	0	0	0.8	0.8	2	5	4	4	3	3	3	0.4	0.4	0.7	0
ENSDARG00000003421	igf2bp2a	4	4	2	5	0.8	0	0.5	1	4	5	3	1	2	1	0.3	0.3	0.7	6
ENSDARG00000003429	hnrpdl	76	80	89	72	141	165	162	127	110	97	129	131	142	142	190	147	153	37
ENSDARG00000003444	dhrs7	1	1	0.8	0	0.6	2	0.7	7	14	18	10	7	11	8	8	11	10	0
ENSDARG00000003446	ippk	26	31	13	12	8	6	6	5	5	4	5	6	4	6	5	5	7	9
ENSDARG00000003449	pde10a	3	3	3	1	2	0.2	0.6	0.5	2	1	0.9	0.2	0.5	0.2	0.1	0.2	0.3	0.3
ENSDARG00000003462	fech	17	17	7	7	3	0.8	1	0.9	0.6	0.7	0	2	0.7	2	0.6	1	2	6
ENSDARG00000003469	neurod4	0	0	0	0	0	0	0	72	21	23	25	53	100	27	9	16	24	0
ENSDARG00000003475	sult1st5	0	0	0	0	0	0	0	0	1	2	0.5	0	0	0	0	0	0	0
ENSDARG00000003486	ppp1caa	92	77	93	146	124	113	136	50	38	31	44	52	56	59	86	75	66	172
ENSDARG00000003487	nup93	30	31	29	32	31	41	38	21	16	13	19	32	34	41	53	45	47	35
ENSDARG00000003495	madd	8	12	6	1	2	0.4	1	7	13	14	12	5	7	5	4	5	5	0.4
ENSDARG00000003512	anks1b	0.6	0.5	0.4	0	0	0	0	5	10	10	10	3	3	3	0.9	1	2	0
ENSDARG00000003517	impa1	4	5	3	1	2	2	2	14	14	9	16	8	10	7	6	5	5	0.3
ENSDARG00000003519	aprt	3	3	4	0.9	5	4	3	6	8	6	7	7	7	9	11	12	13	0.4
ENSDARG00000003520	tbc1d14	19	13	4	3	0.4	0.5	0.3	1	3	3	3	1	1	1	2	2	1	2
ENSDARG00000003523	itln3	0	0	0	0	0.6	0	0.6	0	5	1	1	0	0	0	0	0	0	0
ENSDARG00000003526	psma5	51	58	64	17	80	85	86	72	44	31	59	98	112	107	144	171	163	21
ENSDARG00000003527	mak16	14	10	13	8	44	61	56	14	12	13	13	22	20	34	59	59	47	5
ENSDARG00000003531	tcea1	149	144	192	184	249	188	273	48	25	24	33	52	55	56	84	72	69	97
ENSDARG00000003533	col8a1b	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0
ENSDARG00000003544	adarb1b	30	26	20	30	11	0.7	4	2	3	3	2	1	2	1	0.9	1	1	28
ENSDARG00000003564	dohh	12	21	24	0.6	29	38	34	14	12	14	14	24	25	30	57	59	53	0.6
ENSDARG00000003570	hsp90b1	122	139	106	42	51	27	29	105	86	40	114	87	82	64	12	17	27	18
ENSDARG00000003573	dctn5	11	14	5	4	3	4	5	22	15	14	21	16	20	16	7	13	16	0.8
ENSDARG00000003576	klhl32	0.2	0.1	0.1	0.5	0	0	0	2	4	4	3	1	1	0.6	0.3	0.2	0.4	0.3
ENSDARG00000003584	pla2g7	7	7	3	7	0.8	1	0.8	7	12	11	10	5	6	5	4	5	4	6
ENSDARG00000003592	surf1	2	2	2	2	5	7	7	8	7	6	7	9	9	9	6	8	11	0.6
ENSDARG00000003599	rpl3	107	112	257	142	372	569	409	1318	1105	1251	1078	1679	1454	1596	1192	1713	1841	84
ENSDARG00000003607	nr2f6a	10	12	11	3	23	36	30	17	9	8	11	26	25	33	43	46	40	1
ENSDARG00000003615	slc26a3.2	0	0	0	0	0	0	0	0	13	13	2	0	0	0	0	0	0	0
ENSDARG00000003616	arih1	41	39	27	22	20	19	17	12	12	11	11	11	12	12	14	11	11	18
ENSDARG00000003631	clockb	27	23	6	17	3	6	4	4	11	10	8	3	4	3	6	4	5	9
ENSDARG00000003632	zgc:172270	0	0	0	0	0	0	0	2	3	3	4	1	2	0	0	0	0	0
ENSDARG00000003635	mogat3b	1	0.6	0	0	2	4	2	5	15	8	7	7	4	8	7	7	7	0
ENSDARG00000003641	tfg	109	99	102	121	99	96	98	67	54	38	73	71	71	92	94	85	92	92
ENSDARG00000003642	zfyve19	18	16	13	6	8	12	10	9	11	10	11	8	9	8	6	8	11	5
ENSDARG00000003655	tmem59l	31	36	36	29	24	5	12	35	46	48	52	11	20	7	3	3	5	36
ENSDARG00000003675	cryl1	7	7	7	5	8	5	6	8	10	7	9	10	5	12	2	2	4	2
ENSDARG00000003680	runx1t1	2	1	0.8	0.9	0.1	0	0	18	15	15	16	6	9	4	1	2	3	0.7
ENSDARG00000003681	eif5	76	86	77	86	102	120	109	63	61	56	67	81	89	100	187	161	134	78
ENSDARG00000003684	obsl1a	0	0	0	0	0	0	0	3	3	2	3	8	6	10	0.8	3	6	0
ENSDARG00000003693	hars	52	51	59	56	60	52	55	37	30	27	33	55	45	62	66	64	61	52
ENSDARG00000003695	vdac3	38	45	72	28	73	47	55	271	225	223	252	256	256	205	34	48	106	32
ENSDARG00000003697	slc5a8l	0	0	0	0	0	0	0	0.4	3	3	2	0.7	0.4	0.4	0	0	0.4	0
ENSDARG00000003699	atp7a	10	13	6	4	2	2	1	3	4	4	4	4	4	4	5	4	4	3
ENSDARG00000003701	cldng	739	526	168	1504	24	3	9	0.8	0.7	0	0.7	1	0.8	2	3	5	2	1150
ENSDARG00000003705	prnprs3	2	3	1	3	1	0.7	1	20	32	36	27	14	18	12	2	4	6	2
ENSDARG00000003706	ryr2b	0.2	0.2	0.2	0.2	0	0	0	0.1	0.2	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.2	0.2
ENSDARG00000003732	mitfa	0	0	0	0	0	0	0	6	2	1	2	7	7	7	0.3	0.4	4	0
ENSDARG00000003749	polb	47	42	39	17	52	52	65	33	11	8	18	31	41	32	46	38	36	9
ENSDARG00000003750	pfas	10	11	9	4	15	25	16	9	5	6	7	26	10	36	24	16	21	3
ENSDARG00000003751	lats1	16	16	7	15	3	3	2	4	4	4	4	3	4	3	3	3	4	10
ENSDARG00000003754	tspan2a	6	7	5	6	3	0.7	1	10	17	20	13	8	10	7	4	6	7	3
ENSDARG00000003757	cnpy1	44	48	22	70	10	8	6	10	15	9	13	11	9	14	11	10	13	70
ENSDARG00000003769	tada2b	22	23	10	6	5	4	4	2	2	2	2	3	3	3	4	3	4	4
