Ensembl gene id	gene_name	log2FoldChange NoxO1-CTR/NoxO1-STZ	log2FoldChange NoxO1-CTR/WT-CTR	log2FoldChange NoxO1-p47-CTR/WT-CTR	log2FoldChange NoxO1-STZ/WT-STZ	log2FoldChange NoxO1-p47-STZ/WT-STZ	log2FoldChange WT-CTR/WT-STZ	log2FoldChange p47-STZ/WT-STZ	log2FoldChange NoxO1-p47-STZ/NoxO1-p47-CTR
ENSMUSG00000082145	Gm12312	0.305286734	0.560660195	0.163463155	0.906302793	0.976745811	0.643496703	0.927011408	0.166411013
ENSMUSG00000082141	Gm11212	0.206139551	-0.31073647	0.851463399	0.109909475	0.750377067	0.665847681	0.320804212	-0.758083272
ENSMUSG00000070167	Snora57	0.018428095	0.146853837	-1.608014804	0.206072685	-1.385778791	0.074589083	-1.467290138	0.1804078
ENSMUSG00000094114	Gm21967	-0.201272478	0.539297308	1.716959089	0.190156361	1.210684446	-0.562270247	-0.585243096	0.043782527
ENSMUSG00000094111	Nutf2-ps2	0.519542201	0.069022886	0.105420063	-0.75868628	0.21200719	-0.264461833	-0.143624538	0.346542466
ENSMUSG00000094108	Gm17258	0.213129793	0.276087832	0.02329123	0.746463597	-0.637352334	0.685554058	0.548156105	-1.291532615
ENSMUSG00000094103	1700047I17Rik2	-0.167903326	0.149487101	0.606684846	0.092896364	0.842398753	-0.228322519	0.308993985	0.45980516
ENSMUSG00000082128	Gm11824	-0.281736929	-0.0027709	-0.094443371	0.151646154	0.026120702	-0.129044995	-0.01883489	0.246980888
ENSMUSG00000082127	Gm13577	0.009619532	0.248885055	-0.476256393	-0.003965502	0.251504244	-0.251399046	-0.515243805	0.964166755
ENSMUSG00000082121	Gm8199	0.266640726	-0.302863921	0.057727026	-0.685666225	-0.463819646	-0.06343181	-0.606715057	-0.440035715
ENSMUSG00000082118	Gm13862	-0.162616705	0.155008187	0.384733269	0.430217851	0.406340476	0.106241085	-0.263816427	-0.088667114
ENSMUSG00000082115	Gm15490	0.12493728	0.324592149	0.661317463	-0.132092341	0.19359011	-0.351696591	-0.093623182	-0.136955811
ENSMUSG00000082110	Gm11196	-0.102897037	0.029710135	-0.076913396	0.168684181	0.067762222	0.03361656	-0.267964663	0.108686158
ENSMUSG00000082109	Rpl19-ps12	0.06112939	0.256035462	0.153131982	0.29479772	0.238532503	0.097733487	0.148113992	-0.014893942
ENSMUSG00000082108	Gm13777	0.227859544	0.256727519	-0.010087591	0.366848756	0.570730121	0.336640343	0.266452168	0.242068888
ENSMUSG00000082107	Gm16216	0.377686238	0.374654165	0.433366935	0.105036538	0.581023968	0.110286924	0.309755336	0.02244538
ENSMUSG00000001506	Col1a1	0.950579447	-0.618112007	-0.519468789	-0.390585991	0.090264757	1.176581976	-0.12471741	-0.568776909
ENSMUSG00000059796	Eif4a1	-0.249819567	0.003868665	-0.048569014	0.042815244	0.005558819	-0.212297887	-0.092766474	0.263913692
ENSMUSG00000059791	Nrm	-0.557551282	-0.149328975	-0.008044426	0.500293428	-0.099451052	0.089705944	0.023827366	-0.182138557
ENSMUSG00000059776	Rpl13-ps6	-0.10135605	0.050156641	-0.115694772	0.189591273	0.053977472	0.036275406	-0.000403242	0.130948517
ENSMUSG00000059775	Rps26-ps1	-0.043736618	0.145300318	0.041549668	0.239655005	0.076228069	0.048800212	0.005812138	-0.016800429
ENSMUSG00000059772	Slx1b	-0.145931114	0.026926194	0.003366602	0.258953008	-0.088597842	0.084455502	0.059884555	-0.178622308
ENSMUSG00000047793	Sned1	0.335453212	-0.00500124	-0.10826322	-0.644292873	-0.396865188	-0.300641483	-0.416722149	0.009312404
ENSMUSG00000047789	Slc38a9	0.064067377	0.024348289	0.153827882	-0.066234418	-0.041258398	-0.027407524	-0.038779964	-0.169958667
ENSMUSG00000047787	Flrt1	-0.015790951	-0.519080327	-0.579811958	-0.091407725	-0.370823182	0.423551205	0.000341309	-0.205551321
ENSMUSG00000059751	Rps3a3	-0.026112117	0.087330293	-0.136120613	0.198909427	0.055699324	0.083957421	0.033800244	0.105564391
ENSMUSG00000047777	Phf13	-0.372805667	-0.263003697	-0.105248575	0.035931759	-0.160689959	-0.076024563	-0.071250757	0.018129616
ENSMUSG00000035799	Twist1	-0.137324531	-0.126537234	-0.007402182	-0.010218446	-0.269361953	-0.021614329	-0.126302252	-0.242434017
ENSMUSG00000035798	Zdhhc17	-0.446729732	-0.311477827	-0.168183001	0.110444111	-0.125823418	-0.026079627	-0.065086343	0.06606887
ENSMUSG00000105265	Sox2ot	0.542038547	0.88136569	1.255306729	0.030112253	-0.257285548	-0.334515641	1.316141863	-1.174826792
ENSMUSG00000105263	Gm42427	0.390415889	0.231366723	-0.08905468	-0.660952375	-0.740766718	-0.500171766	-0.724539057	-0.152047216
ENSMUSG00000105261	Gm43333	-1.181326391	-0.178256439	-0.472934425	0.905824161	1.911736549	-0.159978653	0.501154033	2.479008598
ENSMUSG00000035790	Cep19	-0.309186459	-0.097679018	0.223909939	0.042080685	-0.100304692	-0.172322684	-0.359618796	-0.154475516
ENSMUSG00000059743	Fdps	0.088006129	-0.356383436	-0.113529324	-0.685565306	-0.062883351	-0.23944534	-0.581333493	0.287139338
ENSMUSG00000059742	Kcnh7	-0.40395509	0.098260297	-0.350882214	-0.282468159	0.315002459	-0.829960321	0.215018728	1.438423277
ENSMUSG00000047767	Atg16l2	0.14073703	-0.416927252	-0.428606426	-0.169944466	-0.18513632	0.38677372	-0.049109922	-0.145096482
ENSMUSG00000047766	Lrrc49	-0.280963522	-0.180724432	0.060813665	-0.175932364	-0.225022124	-0.279155047	-0.352177616	-0.00967765
ENSMUSG00000105253	Gm42522	-0.598802124	0.055645998	-0.013532979	0.441521832	0.150709241	-0.224431201	-0.370505686	0.38154641
ENSMUSG00000035783	Acta2	-0.090376994	0.241781867	0.10687249	0.655133065	0.056972913	0.322020571	-0.100580388	-0.374189429
ENSMUSG00000035781	R3hdm4	-0.042161801	-0.019611507	0.001125379	-0.009466148	0.109534113	-0.033802559	-0.164649104	0.139616551
ENSMUSG00000105250	Gm29736	-0.008802689	0.138566763	0.03394465	0.19368292	0.148511745	0.0444867	0.434985689	0.067488446
ENSMUSG00000059734	Ndufs8	0.190725671	0.413199324	0.213129045	-0.053298655	0.052255492	-0.278036961	-0.511822	0.114638329
ENSMUSG00000047759	Hs3st3a1	-0.426970478	-0.782731477	-0.103127488	-0.282664054	0.031268151	0.088244477	0.303693745	0.046450254
ENSMUSG00000047757	Fancb	-0.431921937	-0.266583835	-0.992261653	0.731612506	0.486891752	0.561012279	0.138087049	0.914578373
ENSMUSG00000035778	Ggta1	0.258810586	0.169419861	0.101446234	-0.056769594	-0.118337634	0.03096482	0.060046434	-0.25296437
ENSMUSG00000035776	Cd99l2	0.082006559	-0.021129703	-0.037135607	0.01549605	-0.146330943	0.11681783	0.119463858	-0.228088224
ENSMUSG00000105245	Gm43076	-1.067419237	-0.141670261	-0.532146732	-0.0287752	-0.041739727	-0.998382747	0.435260558	1.449191561
ENSMUSG00000105243	Gm43444	-0.306964699	-0.048297724	-0.416507721	-0.381414654	-0.448359268	-0.641431277	-0.351588475	0.606222289
ENSMUSG00000035773	Kiss1r	-0.729137869	-0.635568342	0.209242071	0.15681326	-0.900628608	0.054503674	-0.032576824	-1.129117321
ENSMUSG00000035772	Mrps2	0.227020425	0.139413552	-0.18430401	0.039865454	0.07604766	0.127935688	-0.05694154	0.130614323
ENSMUSG00000035770	Dync1li2	-0.224959898	-0.18331278	-0.051202658	-0.045601237	-0.127120857	-0.088952631	-0.053436976	0.010790332
ENSMUSG00000023795	Pisd-ps2	0.636674131	-0.136063142	-0.398390895	-0.628129366	-0.005494447	0.152199093	-0.753072381	0.238991414
ENSMUSG00000023791	Pigx	0.18540734	0.271450252	0.201078813	0.048179134	0.114245665	-0.040547059	-0.016319254	-0.048637592
ENSMUSG00000047749	Zc3hav1l	0.013350627	-0.240645636	-0.058590637	0.134181663	-0.069066318	0.388382335	-0.215861681	-0.399254584
ENSMUSG00000047747	Rnf150	-0.067468479	-0.098719696	0.030510371	0.18642101	0.100605954	0.216185148	0.089574788	-0.148317867
ENSMUSG00000047746	Fbxo40	-0.510150163	-0.339235011	-0.224448912	0.417697845	-0.008675381	0.246158813	0.086922929	-0.03237344
ENSMUSG00000035769	Xylb	0.585412876	-0.282677131	-1.066517563	-0.215158384	-0.026426661	0.671653314	0.293061592	0.372776662
ENSMUSG00000035765	Dym	-0.026743213	0.044733189	-0.058976897	-0.033984985	0.07970405	-0.107878097	-0.241280816	0.244204594
ENSMUSG00000035764	Fbxo45	-0.128396009	-0.017307547	0.087671048	-0.132787454	-0.364516475	-0.245885901	-0.290558132	-0.208641679
ENSMUSG00000105233	Gm20568	0.001732145	0.068706915	-0.080513184	0.173256033	0.097941498	0.104750211	0.086631983	0.071273124
ENSMUSG00000035762	Tmem161b	-0.17482913	0.060554165	-0.147218695	0.168128657	-0.098137674	-0.069976738	0.114641023	0.116188873
ENSMUSG00000059714	Flot1	-0.156348874	-0.045792021	-0.010004914	-0.126788289	-0.123851319	-0.239543849	-0.241827063	0.123347401
ENSMUSG00000059713	Rcan3	0.053979789	0.126842005	-0.01174732	-0.259275052	-0.305447678	-0.33449334	-0.325596212	0.038423583
ENSMUSG00000023781	Hes7	-0.736299298	-1.246323674	-1.214368441	1.137751013	0.48791246	1.677767244	1.062820704	0.075364654
ENSMUSG00000047735	Samd9l	0.180256841	0.087437982	-0.015164147	0.052535856	0.298014864	0.144778559	0.518281483	0.166197334
ENSMUSG00000047731	Wbp1l	-0.290010697	-0.018439014	0.015590349	0.064567424	0.221470257	-0.208689036	-0.002533381	0.411951255
ENSMUSG00000035759	Bbs10	0.468978885	-0.113869569	0.07186854	0.065232979	-0.184990117	0.660282177	-0.814008979	-0.902917549
ENSMUSG00000035757	Selo	0.467337226	0.097010234	0.147429213	-0.507259845	0.027889069	-0.13382419	0.27863453	0.011417409
ENSMUSG00000105224	Gm3364	0.285224193	0.922590474	0.560722808	-0.032805816	-0.438631178	-0.691813217	0.216835809	-0.315503283
ENSMUSG00000035754	Wdr18	0.244939463	0.09505284	0.042387143	-0.045301392	0.16517102	0.103622529	-0.161351075	0.016774598
ENSMUSG00000059708	Akap17b	-0.057616181	-0.063292692	-0.085291169	0.152305521	0.060670457	0.157023886	0.034223516	-0.013356304
ENSMUSG00000047721	Bola2	-0.205161892	0.06940187	-0.120565034	0.230595978	0.015445053	-0.046111919	-0.075375368	0.179705162
ENSMUSG00000035745	Grin3b	-0.276629784	0.384965321	0.466254171	0.515004168	0.14901529	-0.213816193	-0.458570341	-0.122275532
ENSMUSG00000023764	Sfi1	-0.120240198	-0.287558588	-0.134048472	-0.124377491	-0.037603	0.041658317	-0.288252139	0.052354884
ENSMUSG00000009470	Tnpo1	-0.187288268	0.006345367	-0.068845004	0.019720536	-0.141075117	-0.175063722	-0.177499013	0.100519275
ENSMUSG00000047719	Ubiad1	-0.106119664	-0.276289115	-0.024515752	0.117248655	-0.132188513	0.286663661	-0.002577791	-0.395227224
ENSMUSG00000047714	Ppp1r2	-0.159795267	0.086990034	0.096511003	0.022127052	-0.059519873	-0.225761103	-0.117221073	0.067398665
ENSMUSG00000047712	Ust	-0.392064273	-0.087006428	0.253811363	0.291525799	-0.181454044	-0.015326921	-0.020118784	-0.421787267
ENSMUSG00000047710	Champ1	0.023895175	0.027430649	0.296535882	0.072015858	0.060816863	0.066655502	-0.109673547	-0.304820346
ENSMUSG00000035735	Dagla	0.555309889	0.061275711	0.187484168	-0.57772998	-0.028409595	-0.083401452	-0.181626931	-0.134528037
ENSMUSG00000105202	C230031I18Rik	0.337770305	0.502097237	0.998333515	-0.163013544	1.514702085	-0.348809172	0.424109033	0.780081073
ENSMUSG00000105201	Gm43362	0.195819363	0.145102173	-0.252859122	0.301663862	0.483304013	0.351272056	0.257425522	0.381466322
ENSMUSG00000023755	Rhebl1	-0.829720658	-0.464232446	-0.109525301	0.181207954	-0.348778008	-0.189088009	0.067722474	-0.051886656
ENSMUSG00000035726	Supt16	-1.526666637	-0.732551747	0.095674457	0.382192742	0.016155093	-0.460564629	0.276640454	0.361687279
ENSMUSG00000035725	Prkx	0.547593923	-0.578907296	-1.049172245	-1.143382317	-0.545353779	-0.011310037	0.440536094	0.513181075
ENSMUSG00000035722	Abca7	-0.549443732	0.145975975	0.015213987	-0.219865456	-0.227171938	-0.919000387	-0.464065158	0.67296997
ENSMUSG00000035713	Usp35	-0.264933027	0.072860707	-0.059521307	-0.012027426	-0.541918559	-0.355113016	-0.029592911	-0.128706072
ENSMUSG00000035711	Dok3	-0.377035355	-0.275718155	0.033201651	0.003945556	0.727613815	-0.100200424	0.031876971	0.789290108
ENSMUSG00000011752	Pgam1	0.102720878	0.180855879	0.040603132	-0.04664983	-0.064284087	-0.127133053	-0.356861182	0.01995524
ENSMUSG00000011751	Sptbn4	-0.791200561	-0.535381759	-0.806239999	-0.524322493	-0.566074416	-0.806650666	-1.729074902	1.020362758
ENSMUSG00000035704	Alg8	0.497963804	0.052040418	-0.060839177	-0.442555581	0.041117045	0.005126009	0.155772334	0.094800901
ENSMUSG00000023723	Mrps23	0.151867182	0.130977437	0.051623291	-0.09842019	0.022093531	-0.079088696	-0.254840132	0.047136479
ENSMUSG00000009418	Nav1	-0.033157468	-0.129158469	-0.051666634	-0.08779206	0.081723773	0.007649796	0.246777018	0.123358413
ENSMUSG00000023707	Ogfod2	-0.244925475	-0.159244144	-0.183352252	-0.069943078	-0.22537772	-0.15846865	-0.276631951	0.11377304
ENSMUSG00000094090	Gm8494	-0.160677453	-0.082390841	0.011576543	0.086311015	0.266293746	0.006591862	0.121863063	0.245524954
ENSMUSG00000009406	Elk1	-0.028856015	0.111050319	0.061697678	0.211577948	0.12020722	0.069711923	0.140937489	-0.013953855
ENSMUSG00000094076	Gm4767	0.176071094	-0.117525932	-0.123394341	0.066019223	0.173054435	0.360887205	0.266143028	-0.066068896
ENSMUSG00000082099	Gm12013	-0.151985568	-0.148039042	-0.403434309	0.067109192	0.117233998	0.060711256	-0.229973427	0.457149841
ENSMUSG00000082097	Gm14039	0.200340079	0.737870125	0.573825899	0.388907343	0.121805112	-0.152271913	-0.124041908	-0.302696219
ENSMUSG00000094066	Fam205a2	1.142527536	0.326977713	-0.680845452	-0.638009532	-0.344646718	0.210220637	-0.018179926	0.131959896
ENSMUSG00000094065	Gm21541	0.632109221	0.225287018	1.234490875	-0.017180709	1.144869282	0.386028976	1.40948354	-0.477125405
ENSMUSG00000082088	Gm15753	-0.392781244	-0.629276647	-0.4389083	-0.208032447	-0.69034357	0.041612116	0.284715827	-0.254000322
ENSMUSG00000082087	Gm12138	-0.312031475	0.56912665	1.525879325	0.159325659	-0.285027889	-0.802576456	0.773479816	-1.031933465
ENSMUSG00000094050	Gm23472	-0.511792001	0.758961086	0.562815404	0.133906196	0.019371564	-1.174314457	-0.750736346	0.607517715
ENSMUSG00000082076	Gm8659	-0.226621649	0.353106673	0.69819347	0.410005049	-0.686729975	-0.216905697	-1.229098771	-1.129334706
ENSMUSG00000082070	Gm1866	0.312615391	-0.084517996	0.121228586	0.083262521	-0.5425702	0.524008171	0.373369965	-1.100079617
ENSMUSG00000082064	Rpl5-ps2	-0.078249577	0.103540816	-0.171909279	0.170923906	-0.087336983	-0.012642062	-0.058476188	0.094884266
ENSMUSG00000082062	Ftl2-ps	-0.503164398	-0.276350827	0.069748997	0.259402915	0.374936602	0.029907903	0.293236972	0.271472824
ENSMUSG00000082061	Gm12726	-0.133385192	-0.087528726	-0.023420979	0.829882341	0.711132514	0.784033888	0.85465915	-0.046905528
ENSMUSG00000082052	Ywhaq-ps2	-0.912031344	-0.458600427	0.107449532	0.547361146	0.259512684	0.058503394	0.082871507	0.085821264
ENSMUSG00000082045	Gm11585	0.51493624	0.428968664	0.383200392	-0.709979591	-0.203906689	-0.611796251	-0.048187378	-0.005395675
ENSMUSG00000082044	Snrpert	-0.341787847	-0.194569261	-0.015040819	0.104060536	0.399591645	-0.051837043	-0.288388396	0.454181422
ENSMUSG00000082043	Gm12848	0.895864363	0.358302045	-0.603036601	0.047680151	0.602689964	0.641015458	-0.089132853	0.564977513
ENSMUSG00000070063	Snora33	-0.668350472	-0.923053129	-0.338920744	-0.036892408	0.433074991	0.217971086	-0.169732835	0.547009372
ENSMUSG00000094015	Rps12-ps20	-0.363551693	-0.891672257	-0.958299365	0.043312373	0.68050673	0.606132749	-0.208501589	1.016912354
ENSMUSG00000082035	Rpl17-ps8	-0.034167937	0.137795862	-0.039755103	0.141016573	0.039341743	-0.032669758	-0.004403193	0.109560475
ENSMUSG00000070056	Mfhas1	-0.339408181	-0.296595026	-0.253377854	0.122662745	-0.011443762	0.079484813	0.014325096	0.16016237
ENSMUSG00000097995	Gm24362	-0.460149414	-0.495642464	-0.341580464	0.901742775	0.509028785	0.94487416	0.527559656	-0.065311385
ENSMUSG00000097994	Gm26982	-0.420863635	-0.192196662	-0.003733534	0.030028134	-0.235152676	-0.202824024	0.223796316	-0.030815128
ENSMUSG00000097993	Ptprv	0.067056927	0.026245387	-0.04087495	-0.251359869	0.02985232	-0.209095309	-0.573076328	0.258865398
ENSMUSG00000082029	H3f3c	-0.524250325	-0.216702505	-0.100923147	0.268268438	0.147386776	-0.04385489	-0.058112923	0.288074615
ENSMUSG00000082026	Gm5764	-0.25768768	0.805625718	-0.007610829	1.31782489	0.459662846	0.230258653	0.910883304	0.231472139
ENSMUSG00000082023	Gm14407	-0.538643027	-0.42551454	-0.051581458	0.494366065	0.005670635	0.378261844	0.266244431	-0.320800846
ENSMUSG00000070047	Fat1	0.152250547	-0.003939557	0.044697964	0.24500339	-0.027778332	0.400776001	0.083967467	-0.475182838
ENSMUSG00000070044	Fam149a	0.229434422	0.037491631	0.143204508	-0.180109435	-0.180480283	0.011009281	-0.18318947	-0.336819024
ENSMUSG00000097987	Gm17786	0.004412672	0.182616667	-0.022581913	0.213263457	0.077864676	0.033249691	0.041761857	0.064868398
ENSMUSG00000082016	Pgam1-ps2	-0.427889083	0.482620002	0.64662591	0.219434135	0.510952854	-0.731741766	0.030655867	0.565922762
ENSMUSG00000082013	Gm13216	0.237067261	0.220916203	-0.0650653	-0.346236038	-0.563038708	-0.329027225	-0.42889912	-0.169365133
ENSMUSG00000070034	Sp110	-0.287004844	-1.032786336	-0.731584127	-0.290360481	0.265929038	0.46780684	0.402402679	0.528021957
ENSMUSG00000070031	Sp140	0.308096427	0.28897178	0.073657822	0.171815366	0.735541032	0.190125861	1.00441365	0.469221955
ENSMUSG00000097974	Gm10605	-0.330744447	-0.242647987	-0.107350961	-0.454804414	-0.11320728	-0.545612372	-0.587068611	0.534279132
ENSMUSG00000097971	Gm26917	0.170760347	-0.063588064	0.004224768	-0.056725931	0.274585125	0.17614341	0.192423172	0.092277408
ENSMUSG00000082006	Gm13649	-0.186172534	1.05958667	1.24708901	-0.197840647	-0.476739023	-1.582661669	0.010231149	-0.215022684
ENSMUSG00000085998	AW822252	0.149153895	0.083149294	0.442399139	-0.500241047	-0.741484136	-0.4359305	-0.597254405	-0.736047575
ENSMUSG00000097961	Gm27000	1.679776017	1.0634244	0.778476384	-1.423651288	-0.934666308	-0.66755172	-0.24376121	-1.017440731
ENSMUSG00000097960	A330074K22Rik	0.382259064	-0.577706928	-1.314326333	-0.979412807	-0.842289711	0.049681993	-1.099075268	0.438011512
ENSMUSG00000085984	1700001G11Rik	0.098420843	-0.531823776	0.116303542	-0.061716345	-0.66849853	0.630846423	-0.32447328	-1.316288429
ENSMUSG00000085982	9530051G07Rik	-0.492704912	-0.779279012	-0.34638019	-0.302907597	-0.908340771	-0.002951901	-0.065060668	-0.519512212
ENSMUSG00000097952	Gm4398	1.067313683	1.450253219	1.504548458	-0.15688643	0.534133864	-0.589284979	0.44196356	-0.448629713
ENSMUSG00000085971	Gm15411	0.237925385	0.463808884	0.522342652	-0.776389926	-0.549001135	-1.013576262	-0.435182389	-0.073728035
ENSMUSG00000070003	Ssbp4	-0.299370949	0.009366218	-0.061839087	0.197268428	0.309052252	-0.113173487	-0.009198893	0.481297676
ENSMUSG00000070002	Ell	-0.127630964	-0.116277059	-0.016706617	0.152826648	0.206048197	0.140477797	0.447637668	0.080049183
ENSMUSG00000097944	A130014A01Rik	-0.205710434	-0.011617811	0.435424645	0.268708661	0.109828138	0.068554598	0.301337843	-0.394226361
ENSMUSG00000073988	Ttpa	0.41493794	0.994822218	0.421943896	-0.016921964	0.313586662	-0.617113449	-0.478633156	0.486273338
ENSMUSG00000073987	Ggh	0.229895773	-0.042073712	-0.114103017	-0.029192603	-0.012104542	0.241541654	0.061814379	-0.141593988
ENSMUSG00000073985	Gm10602	-0.383744856	0.169218039	0.778816128	0.052905786	0.098588815	-0.518788187	0.22714372	-0.1719091
ENSMUSG00000073982	Rhog	-0.016318679	-0.025481153	0.007661934	0.058370025	0.290171558	0.065466384	0.122802066	0.214622152
ENSMUSG00000097935	Gm3809	0.168650632	1.163113266	1.360178609	0.113556461	0.564034028	-1.022973299	0.561898802	0.123967409
ENSMUSG00000097934	6720483E21Rik	-1.073759324	-0.366980047	0.640895259	0.540506508	0.207832774	-0.235107926	-0.393616544	-0.215868493
ENSMUSG00000085958	A930019D19Rik	0.554838145	0.620111855	0.726924539	0.32008268	0.628196286	0.258923772	0.20502873	-0.363883929
ENSMUSG00000059689	Zfp637	0.077424165	-0.006258213	-0.071283588	0.023156947	-0.150733583	0.105726823	-0.13018749	-0.18697159
ENSMUSG00000097926	Gm26575	-0.035008645	0.642014038	0.209973573	0.402448429	0.06474779	-0.349933354	0.758432003	0.170363328
ENSMUSG00000061992	Gm4953	1.786703916	1.491638695	0.157739593	-1.441309781	-0.233816517	-1.110856639	-0.482714535	0.671357502
ENSMUSG00000085945	2310014F06Rik	-0.276661648	-0.422320396	-0.901093537	0.127345097	-0.070207601	0.272671509	0.444723317	0.555705363
ENSMUSG00000073968	Trim68	-0.447935579	-0.218131421	0.372299647	0.104009755	-0.26164019	-0.131349248	0.015663372	-0.503614544
ENSMUSG00000061988	Rpl10a-ps2	-0.111490478	0.105008343	-0.001407497	0.17935501	0.221765546	-0.038673913	0.04064884	0.259542561
ENSMUSG00000047694	Yipf6	-0.014757986	0.116113464	0.130612303	-0.109509784	-0.255213127	-0.242164079	-0.208579922	-0.146148256
ENSMUSG00000097915	A330009N23Rik	0.785355096	0.242896624	-0.216905354	0.322345446	0.785942752	0.87266836	0.653928221	0.130252733
ENSMUSG00000061983	Rps12	-0.129322617	0.076707759	-0.073170543	0.171814121	0.153986905	-0.03590572	-0.039062846	0.260780399
ENSMUSG00000097911	Gm26691	-0.568323265	-0.833401255	-1.671557357	1.408167773	1.224003363	1.694657211	0.192550977	1.212361498
ENSMUSG00000097910	5033428I22Rik	0.177739508	0.078601477	-0.38167351	0.144459868	0.165698819	0.242789098	-0.259826257	0.302175051
ENSMUSG00000061981	Flot2	-0.141248069	0.029908425	-0.038736169	0.177517343	-0.049155178	0.004077599	-0.086976747	-0.016618665
ENSMUSG00000085939	Cd63-ps	-0.018668888	0.11492263	0.073981911	0.354945801	0.208116479	0.219391889	0.044387568	-0.087562356
ENSMUSG00000105186	Gm43778	-1.301014456	-0.587108801	-0.297721672	-0.186691671	-0.278065148	-0.907958411	-0.305029688	0.920035592
