GeneID	GeneName	GeneName_GeneID	zygote	cleavage2-cell	blastula 128-cell	blastula1k-cell	blastuladome	gastrula50-epiboly	gastrulashield	gastrula75-epiboly	segmentation1-4somites	segmentation14-19somites	segmentation20-25somites	pharyngulaprim-5	pharyngulaprim-15	pharyngulaprim-25	hatchinglong-pec	larvalprotrudingmouth	larvalday4	larvalday5
ENSDARG00000002194	rhd	rhd_ENSDARG00000002194	0	0	0	0	0	0	0	0.2	0.3	0.3	0.3	0.7	2	2	1	0.9	0.6	0.7
ENSDARG00000002196	bach1b	bach1b_ENSDARG00000002196	0	0	0	0	0	0.8	2	4	4	3	4	4	3	2	3	4	5	5
ENSDARG00000002197	pygl	pygl_ENSDARG00000002197	1	4	27	24	21	9	7	3	2	2	2	2	1	2	9	29	32	23
ENSDARG00000002204	hspb11	hspb11_ENSDARG00000002204	0	0	0	0	0	0	0	0	0	0.7	7	10	10	5	11	18	19	18
ENSDARG00000002210	stk25a	stk25a_ENSDARG00000002210	0	0.4	1	2	1	1	1	1	2	1	2	1	1	1	2	5	5	4
ENSDARG00000002213	invs	invs_ENSDARG00000002213	2	2	3	2	2	0.6	1	2	3	3	2	2	2	2	1	1	1	1
ENSDARG00000002215	rtca	rtca_ENSDARG00000002215	20	19	45	38	31	60	95	117	69	57	55	45	44	50	29	10	8	7
ENSDARG00000002216	tbx3a	tbx3a_ENSDARG00000002216	0	0	0	0	0	0.4	3	7	12	9	8	8	7	6	7	8	8	8
ENSDARG00000002217	scocb	scocb_ENSDARG00000002217	0.2	0.6	1	2	2	6	10	19	23	19	16	16	17	18	25	30	25	23
ENSDARG00000002219	si:dkey-103j14.5	si:dkey-103j14.5_ENSDARG00000002219	0	0	0	0	0	0	0	0	0	0	0	0.2	0.3	0.1	0.4	1	4	5
ENSDARG00000002220	zgc:103692	zgc:103692_ENSDARG00000002220	7	10	46	57	38	48	61	55	34	29	26	23	21	17	18	15	13	11
ENSDARG00000002230	sypb	sypb_ENSDARG00000002230	0	0	0	0	0	0.6	1	1	5	3	3	3	7	10	18	100	74	63
ENSDARG00000002231	PLPP2 (1 of many)	PLPP2 (1 of many)_ENSDARG00000002231	0.3	1	6	8	6	2	0.6	0	0	0	0.3	0.8	1	1	0.7	1	3	2
ENSDARG00000002235	mmp14a	mmp14a_ENSDARG00000002235	0.5	0.6	0.2	0.2	1	1	1	0.4	5	7	9	10	10	11	13	22	22	18
ENSDARG00000002240	psmb6	psmb6_ENSDARG00000002240	0	0.6	1	2	9	39	58	80	105	129	112	91	79	96	67	52	41	33
ENSDARG00000002241	KCNA2 (1 of many)	KCNA2 (1 of many)_ENSDARG00000002241	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0.6	1	0.7
ENSDARG00000002249	tbxas1	tbxas1_ENSDARG00000002249	0.7	0.5	1	1	0.8	0.8	0.3	0	0.3	0.4	0.7	0.7	0.9	0.9	2	3	5	8
ENSDARG00000002255	epb41l3a	epb41l3a_ENSDARG00000002255	0.4	1	4	2	4	2	1	2	1	1	3	3	5	7	9	15	13	11
ENSDARG00000002259	ca15c	ca15c_ENSDARG00000002259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.2	1	2
ENSDARG00000002264	mrpl41	mrpl41_ENSDARG00000002264	0	0	5	5	3	7	10	18	23	24	23	15	17	22	18	21	19	12
ENSDARG00000002267	dcaf13	dcaf13_ENSDARG00000002267	26	14	69	70	79	80	74	55	49	47	37	23	15	16	11	11	10	10
ENSDARG00000002271	zfand5b	zfand5b_ENSDARG00000002271	65	54	276	287	214	138	118	69	28	26	29	28	29	33	32	40	33	41
ENSDARG00000002285	mcoln1a	mcoln1a_ENSDARG00000002285	3	8	18	16	12	11	5	5	7	5	6	5	5	5	5	7	6	5
ENSDARG00000002295	si:dkey-21p1.3	si:dkey-21p1.3_ENSDARG00000002295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0.9	1	0.9
ENSDARG00000002298	ankrd22	ankrd22_ENSDARG00000002298	4	12	31	32	15	2	0.6	2	0.8	0.7	0.7	2	2	2	2	4	2	3
ENSDARG00000002299	arsh	arsh_ENSDARG00000002299	0	0	0	0	0	0	0.2	0.4	0.4	1	1	2	2	1	2	2	3	2
ENSDARG00000002300	p2rx2	p2rx2_ENSDARG00000002300	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0.3	3	2	3
ENSDARG00000002304	gins2	gins2_ENSDARG00000002304	253	156	40	46	24	9	6	7	19	31	26	24	23	15	10	5	6	3
ENSDARG00000002305	me3	me3_ENSDARG00000002305	181	131	94	85	66	14	4	2	6	11	15	22	24	27	28	32	33	28
ENSDARG00000002311	fabp11b	fabp11b_ENSDARG00000002311	0	0	0	0	0	0	0	0	0	0	0	0	4	10	50	55	25	11
ENSDARG00000002330	lhx8a	lhx8a_ENSDARG00000002330	4	4	14	17	6	0.9	0.3	0	0	0	0	0.2	0.8	1	2	3	2	2
ENSDARG00000002332	frmd6	frmd6_ENSDARG00000002332	0.7	1	11	13	10	8	8	8	9	8	6	7	6	6	5	4	4	5
ENSDARG00000002333	fam102bb	fam102bb_ENSDARG00000002333	2	4	10	9	3	0.6	0.5	2	3	2	3	4	3	5	4	6	8	9
ENSDARG00000002336	dlc	dlc_ENSDARG00000002336	0	0	0	0.1	0.2	24	34	36	42	32	21	16	18	29	13	9	8	9
ENSDARG00000002339	sgf29	sgf29_ENSDARG00000002339	5	7	28	31	13	11	12	15	12	11	10	9	9	7	8	6	7	7
ENSDARG00000002344	tubb4b	tubb4b_ENSDARG00000002344	557	321	251	269	294	173	229	280	495	547	619	578	598	712	595	519	375	315
ENSDARG00000002347	cyp11a1	cyp11a1_ENSDARG00000002347	63	129	47	56	61	34	28	21	9	3	2	5	0.6	0	0	0	0	0
ENSDARG00000002353	tagapa	tagapa_ENSDARG00000002353	0	0	0	0.6	15	13	9	3	0.7	1	0.4	0.4	0.1	0.3	0.3	0.4	0.7	0.8
ENSDARG00000002355	shpk	shpk_ENSDARG00000002355	0	1	2	2	1	0.8	1	2	1	0.5	0.6	0.6	0.2	0.6	0.6	1	1	0.7
ENSDARG00000002362	ubald1a	ubald1a_ENSDARG00000002362	21	20	6	4	5	8	11	16	12	9	7	7	8	9	13	17	17	19
ENSDARG00000002365	cers5	cers5_ENSDARG00000002365	113	102	36	34	23	16	12	14	16	14	16	18	18	11	13	13	12	12
ENSDARG00000002369	UBC (1 of many)	UBC (1 of many)_ENSDARG00000002369	193	137	194	179	187	298	364	210	145	116	124	133	116	121	106	98	81	89
ENSDARG00000002377	mief2	mief2_ENSDARG00000002377	33	28	44	43	27	10	9	10	6	4	6	6	7	6	5	5	6	5
ENSDARG00000002385	atm	atm_ENSDARG00000002385	0.8	0.9	4	4	0.8	0.2	0.3	0.8	2	2	2	3	2	2	1	1	1	1
ENSDARG00000002391	tlcd1	tlcd1_ENSDARG00000002391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	4	6	6
ENSDARG00000002394	ugt5d1	ugt5d1_ENSDARG00000002394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8	3
ENSDARG00000002396	cry-dash	cry-dash_ENSDARG00000002396	11	19	59	57	36	8	9	10	9	15	18	10	4	6	3	7	6	9
ENSDARG00000002401	gale	gale_ENSDARG00000002401	4	8	46	49	51	40	19	12	13	15	23	27	24	17	14	12	11	4
ENSDARG00000002402	ercc3	ercc3_ENSDARG00000002402	2	3	13	16	12	16	14	15	14	12	13	12	11	11	10	8	8	6
ENSDARG00000002403	nusap1	nusap1_ENSDARG00000002403	51	44	139	126	52	98	163	134	91	87	83	84	79	71	55	21	20	15
ENSDARG00000002405	si:ch211-225b11.1	si:ch211-225b11.1_ENSDARG00000002405	0	0	0.4	0.3	0.6	0.1	0.1	0	0.8	2	5	3	2	3	2	4	3	3
ENSDARG00000002406	zmynd10	zmynd10_ENSDARG00000002406	0.5	0.5	3	3	2	0.5	0	0	0.5	1	2	1	1	1	0.6	0.6	0.6	0.6
ENSDARG00000002411	pde4cb	pde4cb_ENSDARG00000002411	0	0	0	0	0	0	0	0	0.7	0.4	0.5	1	0.8	0.7	0.5	0.9	1	1
ENSDARG00000002445	prdm1a	prdm1a_ENSDARG00000002445	0	0	0	0	0	3	12	39	25	16	17	12	8	5	10	4	4	4
ENSDARG00000002463	arhgef37	arhgef37_ENSDARG00000002463	8	23	24	24	11	8	6	5	4	3	3	3	2	1	1	1	2	1
ENSDARG00000002467	rdh14b	rdh14b_ENSDARG00000002467	8	13	28	29	26	7	5	9	10	11	10	7	5	5	5	7	8	9
ENSDARG00000002479	ercc6l	ercc6l_ENSDARG00000002479	5	7	30	31	30	37	38	29	13	11	14	18	14	11	6	4	4	2
ENSDARG00000002483	WNT7A (1 of many)	WNT7A (1 of many)_ENSDARG00000002483	0	0	0	0	0	0	0	0	3	2	1	0.9	0.8	0.1	0.6	1	1	1
ENSDARG00000002487	noc3l	noc3l_ENSDARG00000002487	0.3	0.4	3	3	5	20	36	46	49	43	38	25	16	13	8	8	7	8
ENSDARG00000002494	itgb6	itgb6_ENSDARG00000002494	0.9	1	6	8	2	0.2	0	0	1	2	3	3	2	2	3	3	4	4
ENSDARG00000002506	zgc:92818	zgc:92818_ENSDARG00000002506	71	84	43	30	25	58	57	51	24	29	30	29	29	28	26	21	20	16
ENSDARG00000002507	itga10	itga10_ENSDARG00000002507	0	0	0	0	0.2	0.2	0.9	1	0	1	2	1	0.7	1	2	4	3	3
ENSDARG00000002508	ankrd33ab	ankrd33ab_ENSDARG00000002508	0	0	0	0	0	0	0	0	0.3	0.3	0.3	0	0	0	0	1	0.4	0.5
ENSDARG00000002509	zgc:153911	zgc:153911_ENSDARG00000002509	1	1	3	4	11	16	6	2	0.5	0.5	0	1	0.7	0.2	0	2	1	0.6
ENSDARG00000002510	dmbx1b	dmbx1b_ENSDARG00000002510	0	0	0	0	0	0	0	0	2	2	3	2	1	1	2	1	1	1
ENSDARG00000002523	hsdl2	hsdl2_ENSDARG00000002523	64	49	28	28	25	25	27	21	32	31	36	35	32	29	23	29	35	22
ENSDARG00000002533	adora2b	adora2b_ENSDARG00000002533	0	0	0	0	0.6	0	0	0	1	0.5	1	2	0.8	0.7	0.6	0.7	0.7	0.8
ENSDARG00000002536	tm9sf4	tm9sf4_ENSDARG00000002536	60	97	100	87	83	81	65	54	36	23	24	30	22	17	16	18	15	12
ENSDARG00000002538	smu1a	smu1a_ENSDARG00000002538	105	81	66	56	60	82	101	85	55	51	44	34	28	32	26	18	15	12
ENSDARG00000002546	rundc3ab	rundc3ab_ENSDARG00000002546	6	15	13	18	11	4	3	0.3	0.3	0.8	2	2	4	8	14	14	12	12
ENSDARG00000002549	eif3eb	eif3eb_ENSDARG00000002549	9	6	14	19	18	8	6	1	3	4	5	5	5	5	3	4	4	5
ENSDARG00000002552	mapkapk2a	mapkapk2a_ENSDARG00000002552	53	59	101	97	85	62	50	51	42	37	37	34	30	25	17	17	15	13
ENSDARG00000002564	syngr1a	syngr1a_ENSDARG00000002564	0.6	2	1	0.7	1	0.6	0	0	0	0.6	3	7	11	13	14	21	23	24
ENSDARG00000002571	tmod2	tmod2_ENSDARG00000002571	1	3	10	12	8	6	4	4	5	3	5	6	7	5	6	7	7	6
ENSDARG00000002576	cabp5a	cabp5a_ENSDARG00000002576	0	0	0	0	0	0	0	0	1	0.5	0.4	0	0	0	0	2	3	3
ENSDARG00000002582	tbx15	tbx15_ENSDARG00000002582	0	0	0.2	0.1	0.2	0.1	0.2	0.1	0.7	1	2	3	4	6	6	5	5	4
ENSDARG00000002587	dpysl3	dpysl3_ENSDARG00000002587	0	0	0	0.1	0.3	0.4	0.4	0.4	4	9	14	15	27	57	74	55	45	40
ENSDARG00000002589	mylpfb	mylpfb_ENSDARG00000002589	1	0.8	1	2	2	1	0.8	1	1	0.9	8	135	673	985	1895	2043	1573	1288
ENSDARG00000002591	ruvbl1	ruvbl1_ENSDARG00000002591	164	160	117	101	58	62	80	92	88	72	69	58	45	44	31	23	19	14
ENSDARG00000002593	slc45a2	slc45a2_ENSDARG00000002593	0	0	0	0	0	0	0	0	0	0	4	15	19	20	28	19	16	18
ENSDARG00000002597	pabpc1l	pabpc1l_ENSDARG00000002597	49	125	85	55	47	22	6	2	0.7	0.3	0	0	0	0	0	0	0	0
ENSDARG00000002600	pcsk1	pcsk1_ENSDARG00000002600	0	0	0	0	0	0	0	0.1	0	0	0	0	0.4	0.5	1	4	8	8
ENSDARG00000002601	irx7	irx7_ENSDARG00000002601	0	0	0	15	53	32	64	108	51	21	11	7	4	4	5	3	3	3
ENSDARG00000002607	unm_sa1614	unm_sa1614_ENSDARG00000002607	0	0	0.2	0	0	0	0	0	0	0.1	0.3	0.5	0.8	2	3	2	3	3
ENSDARG00000002609	rnf145a	rnf145a_ENSDARG00000002609	0.2	0.8	2	1	2	1	1	4	13	7	5	3	3	5	4	4	4	4
ENSDARG00000002613	rpa3	rpa3_ENSDARG00000002613	220	192	92	133	111	107	70	38	55	68	55	55	54	45	24	18	17	11
ENSDARG00000002632	anxa11b	anxa11b_ENSDARG00000002632	2	4	10	10	9	11	10	7	13	18	24	28	28	24	27	30	27	24
ENSDARG00000002634	b4galt1	b4galt1_ENSDARG00000002634	0	0	0	0.1	0.4	10	11	12	7	4	5	5	8	5	9	9	8	6
ENSDARG00000002635	FAM184A (1 of many)	FAM184A (1 of many)_ENSDARG00000002635	0	0	0	0	0	0	0	0	0	0	0	0.3	0.4	0.9	2	5	5	6
ENSDARG00000002642	sh3gl1b	sh3gl1b_ENSDARG00000002642	10	11	13	13	8	5	6	9	16	12	15	15	12	10	8	9	10	8
ENSDARG00000002644	rgs5a	rgs5a_ENSDARG00000002644	0	0	0	0	1	2	2	1	0.4	0.4	1	2	2	0.7	3	13	21	18
ENSDARG00000002656	stxbp5a	stxbp5a_ENSDARG00000002656	0	0.1	0.4	0.4	0.4	0.1	0	0	0.2	0.3	0.5	0.5	0.8	2	2	6	7	7
ENSDARG00000002659	mapre1b	mapre1b_ENSDARG00000002659	31	63	78	82	94	114	105	86	86	83	80	60	55	71	53	39	26	17
ENSDARG00000002663	optn	optn_ENSDARG00000002663	3	3	5	5	1	0.2	0.2	0.8	4	4	7	9	8	5	6	7	10	8
ENSDARG00000002666	kcnj1b	kcnj1b_ENSDARG00000002666	4	8	15	15	15	7	4	3	1	0.9	1	2	2	2	2	2	2	2
ENSDARG00000002670	ATG14	ATG14_ENSDARG00000002670	48	41	30	30	25	11	10	11	11	11	11	8	7	9	9	6	9	10
ENSDARG00000002682	tbcela	tbcela_ENSDARG00000002682	0.3	0.9	5	6	4	0.9	0.7	1	0.6	0.9	2	1	1	2	2	3	4	4
ENSDARG00000002685	fam113	fam113_ENSDARG00000002685	146	139	88	83	72	25	11	1	0.5	0	0	0	0	0	0	0	0	0
ENSDARG00000002690	rabif	rabif_ENSDARG00000002690	4	5	7	13	6	4	6	7	11	13	11	11	12	13	12	9	8	5
ENSDARG00000002696	gnb3b	gnb3b_ENSDARG00000002696	0.3	0.6	0.3	0	0.7	0.3	0.6	0.3	0.3	0	0	0	0	0.1	0.1	230	302	258
ENSDARG00000002701	rasl12	rasl12_ENSDARG00000002701	0	0	0	0	0	0.2	0	0	0.2	0	0.2	0.2	0	0.3	0.3	1	1	1
ENSDARG00000002707	her11	her11_ENSDARG00000002707	0	0	0.3	5	34	9	6	17	13	6	5	2	0.8	0.6	0	0	0	0
ENSDARG00000002710	ncl	ncl_ENSDARG00000002710	46	82	329	316	410	707	811	882	809	552	486	336	189	190	106	113	101	118
ENSDARG00000002720	utp15	utp15_ENSDARG00000002720	7	10	25	22	29	52	65	60	49	46	39	27	16	17	9	9	7	7
ENSDARG00000002728	kiss1ra	kiss1ra_ENSDARG00000002728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8
ENSDARG00000002731	sdc2	sdc2_ENSDARG00000002731	4	6	19	22	18	19	16	20	27	20	29	47	44	30	42	53	61	53
ENSDARG00000002732	spon2b	spon2b_ENSDARG00000002732	0	0.1	0	0	0	0	0	0	0	0	0	0.9	0.7	0.8	2	9	10	8
ENSDARG00000002745	tdh	tdh_ENSDARG00000002745	2	7	34	42	26	15	31	53	44	36	38	40	46	44	47	61	64	140
ENSDARG00000002748	sema6d	sema6d_ENSDARG00000002748	3	6	12	11	9	4	3	5	8	7	4	4	3	4	4	6	7	8
ENSDARG00000002750	phf20a	phf20a_ENSDARG00000002750	0.5	1	5	3	3	2	2	2	2	2	2	2	2	3	4	2	2	2
ENSDARG00000002754	pdcd2l	pdcd2l_ENSDARG00000002754	11	7	3	3	3	3	5	9	13	12	11	9	6	5	4	3	5	4
ENSDARG00000002758	dedd1	dedd1_ENSDARG00000002758	16	20	12	11	6	8	7	10	9	11	11	5	6	9	10	15	26	46
ENSDARG00000002760	gdf5	gdf5_ENSDARG00000002760	0.6	1	2	2	1	0	0	0	0	0	0	0	0	0	0.4	1	1	1
ENSDARG00000002764	miox	miox_ENSDARG00000002764	0	0	0	0	0	0	0	0	0	0	1	5	6	2	6	8	14	21
ENSDARG00000002768	pvalb2	pvalb2_ENSDARG00000002768	2	1	1	0.9	2	2	2	1	1	2	15	158	893	1929	3405	4861	4515	5141
ENSDARG00000002771	SLC4A5 (1 of many)	SLC4A5 (1 of many)_ENSDARG00000002771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2
ENSDARG00000002779	pdx1	pdx1_ENSDARG00000002779	0.7	2	7	4	5	4	3	3	0.6	2	2	0.9	2	1	2	4	3	4
ENSDARG00000002787	tle3a	tle3a_ENSDARG00000002787	58	68	70	64	35	11	19	33	52	45	38	31	28	37	27	17	17	15
ENSDARG00000002790	ap2m1a	ap2m1a_ENSDARG00000002790	0.8	3	21	26	28	25	24	24	64	87	94	97	101	94	95	105	95	82
ENSDARG00000002791	atp1a1a.1	atp1a1a.1_ENSDARG00000002791	46	65	79	73	87	87	91	75	56	43	49	56	49	37	39	67	70	65
ENSDARG00000002792	arcn1a	arcn1a_ENSDARG00000002792	21	29	74	81	83	58	38	28	39	30	32	33	28	24	24	23	17	11
ENSDARG00000002794	RNF14 (1 of many)	RNF14 (1 of many)_ENSDARG00000002794	0	0	0	0	0	0	0	0	0.1	0.3	0	0	0.1	0	0.3	0.3	1	2
ENSDARG00000002795	meis3	meis3_ENSDARG00000002795	0	0	0.6	0.3	0.3	1	3	26	51	34	34	37	31	29	24	12	9	9
ENSDARG00000002797	BX908804.1	BX908804.1_ENSDARG00000002797	0	0	0	0	0	0	0	0	0.9	0	0	0.7	0	0	0	0	0	0
ENSDARG00000002798	cog8	cog8_ENSDARG00000002798	3	5	17	16	12	6	6	6	7	5	6	6	6	5	5	5	5	5
ENSDARG00000002816	rasgrf2b	rasgrf2b_ENSDARG00000002816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0.8	0.9
ENSDARG00000002826	cep57l1	cep57l1_ENSDARG00000002826	55	66	51	46	11	5	9	13	14	16	11	12	11	12	6	4	4	4
ENSDARG00000002830	trmt2a	trmt2a_ENSDARG00000002830	10	19	33	28	27	10	3	1	12	14	17	12	8	9	5	5	4	4
ENSDARG00000002831	col4a4	col4a4_ENSDARG00000002831	0.3	0.3	0.4	0.3	0.3	0.1	0.1	0	0	0.2	1	3	3	2	1	0.9	0.9	0.7
ENSDARG00000002840	si:dkey-28b4.8	si:dkey-28b4.8_ENSDARG00000002840	1	2	5	4	4	3	2	1	4	4	5	5	6	11	14	17	15	14
ENSDARG00000002847	fndc1	fndc1_ENSDARG00000002847	0.2	0.1	0.3	0.8	0.5	0.2	0.2	0	0	0.1	0.2	0.4	0.9	1	0.9	1	2	2
ENSDARG00000002872	zgc:113210	zgc:113210_ENSDARG00000002872	3	3	4	6	2	4	4	7	4	3	4	3	4	4	6	4	4	3
ENSDARG00000002877	reps1	reps1_ENSDARG00000002877	14	32	40	39	17	6	5	6	9	7	9	8	7	8	6	6	6	7
ENSDARG00000002880	VPS50	VPS50_ENSDARG00000002880	0.7	2	5	8	3	0.5	0.1	0.1	2	2	3	3	3	4	3	5	5	4
ENSDARG00000002894	aven	aven_ENSDARG00000002894	2	3	22	25	22	13	11	12	17	14	12	9	8	9	7	6	5	5
ENSDARG00000002897	INPP1	INPP1_ENSDARG00000002897	0.1	0.5	0.6	0.6	1	2	1	1	3	3	2	3	3	3	3	4	5	4
ENSDARG00000002909	tjp3	tjp3_ENSDARG00000002909	84	77	80	72	62	60	47	25	6	6	9	11	10	6	7	7	10	9
ENSDARG00000002912	adipor1a	adipor1a_ENSDARG00000002912	27	31	62	74	17	8	10	9	19	14	14	12	11	19	19	23	19	18
ENSDARG00000002916	sec31b	sec31b_ENSDARG00000002916	2	4	15	16	14	12	7	5	5	4	5	4	4	5	4	4	5	6
ENSDARG00000002917	gls2b	gls2b_ENSDARG00000002917	0	0	0	0	0	0	0	0	0	0.4	0.4	0.3	0.3	0.6	0	2	5	6
ENSDARG00000002933	gbx2	gbx2_ENSDARG00000002933	0	0	3	1	0.9	0	0	0.4	18	10	9	8	6	7	11	8	6	6
ENSDARG00000002937	meis1a	meis1a_ENSDARG00000002937	0.8	1	1	1	2	1	1	2	16	27	29	27	26	24	20	15	13	11
ENSDARG00000002945	bgnb	bgnb_ENSDARG00000002945	1	0.7	1	2	1	1	0.6	0.1	0.7	0.3	0.5	0.4	0.3	0.9	1	4	5	5
ENSDARG00000002947	abcd3b	abcd3b_ENSDARG00000002947	2	3	6	8	5	3	3	3	5	2	3	5	3	2	3	6	7	5
ENSDARG00000002949	ppp6c	ppp6c_ENSDARG00000002949	89	137	117	111	86	65	57	58	71	66	66	55	53	51	44	44	37	32
ENSDARG00000002952	smo	smo_ENSDARG00000002952	0	0.5	2	1	4	19	25	31	35	30	27	19	17	18	10	6	5	5
ENSDARG00000002956	si:dkey-32n7.4	si:dkey-32n7.4_ENSDARG00000002956	3	4	1	1	0.9	0.4	0.4	0.1	0.1	0	0.2	0.4	0.3	0.1	0.4	0.4	0.8	0.8
ENSDARG00000002959	gpr34b	gpr34b_ENSDARG00000002959	0	0	0	0	0.5	0.6	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000002967	pdap1b	pdap1b_ENSDARG00000002967	37	41	34	38	25	15	10	16	14	13	12	16	16	14	18	25	22	21
ENSDARG00000002968	a1cf	a1cf_ENSDARG00000002968	0	0	0	0	0	3	10	18	4	0.9	2	8	5	0.9	4	13	19	14
ENSDARG00000002970	ss18	ss18_ENSDARG00000002970	19	34	74	71	87	135	173	171	95	91	80	66	62	72	58	40	33	31
ENSDARG00000002971	phc1	phc1_ENSDARG00000002971	4	6	17	18	18	18	20	21	16	15	14	14	11	14	8	5	5	5
ENSDARG00000002986	gda	gda_ENSDARG00000002986	0.3	0.3	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0.8	7	9
ENSDARG00000002988	tnnt2d	tnnt2d_ENSDARG00000002988	0	0	0	0	0	0	0	0	0	0.7	2	12	67	105	167	153	120	107
ENSDARG00000002991	cep135	cep135_ENSDARG00000002991	27	31	19	18	8	5	6	11	10	8	7	6	6	6	4	3	3	2
ENSDARG00000002994	itpkca	itpkca_ENSDARG00000002994	25	30	51	57	32	6	3	5	6	5	8	7	7	8	8	11	12	10
ENSDARG00000003008	prkcea	prkcea_ENSDARG00000003008	0.2	0.7	1	1	1	0.6	0.7	2	4	4	5	5	5	5	7	9	10	11
ENSDARG00000003017	ube2al	ube2al_ENSDARG00000003017	47	67	138	151	80	55	41	36	37	35	31	23	22	22	24	34	29	22
ENSDARG00000003020	lrrc4.2	lrrc4.2_ENSDARG00000003020	0	0	0	0	0	0	0	0	0.4	0	0.8	1	1	2	3	6	6	8
ENSDARG00000003021	hdac8	hdac8_ENSDARG00000003021	17	21	14	13	14	14	12	7	6	6	6	6	6	4	5	4	3	2
ENSDARG00000003022	limk1b	limk1b_ENSDARG00000003022	0	0	0	0.3	0.7	0.2	0.3	0.7	4	3	4	5	4	4	4	4	4	4
ENSDARG00000003027	scnm1	scnm1_ENSDARG00000003027	1	4	25	32	23	7	4	3	4	3	3	2	3	3	3	2	3	2
ENSDARG00000003032	eif4a1b	eif4a1b_ENSDARG00000003032	28	35	31	43	39	31	21	15	37	51	86	117	164	133	188	202	205	214
ENSDARG00000003035	hspa9	hspa9_ENSDARG00000003035	13	16	70	81	69	78	73	66	60	50	70	65	47	43	35	46	40	31
ENSDARG00000003041	CABZ01111496.1	CABZ01111496.1_ENSDARG00000003041	5	16	11	9	5	1	1	1	2	1	2	2	2	3	2	2	3	2
ENSDARG00000003046	sorbs2a	sorbs2a_ENSDARG00000003046	1	2	4	4	2	0.5	0.5	0.5	0.9	0.6	0.8	1	1	2	2	2	3	3
ENSDARG00000003054	tacr3l	tacr3l_ENSDARG00000003054	0	0	0	0	0	0	0	0.2	0.1	0.1	0	0	0	0	0	0.3	0.5	0.6
ENSDARG00000003058	fgfr1op	fgfr1op_ENSDARG00000003058	7	6	3	3	1	4	6	9	14	15	15	12	9	12	9	9	7	7
ENSDARG00000003061	cd276	cd276_ENSDARG00000003061	1	3	2	2	5	3	4	7	19	27	30	31	28	26	20	13	8	5
ENSDARG00000003068	gorasp1a	gorasp1a_ENSDARG00000003068	6	13	13	13	12	12	7	10	17	12	14	10	8	8	8	9	8	6
ENSDARG00000003069	btbd7	btbd7_ENSDARG00000003069	1	2	11	12	4	1	0.8	1	0.5	0.6	0.7	0.8	0.7	1	1	1	2	1
ENSDARG00000003077	si:ch73-111m19.2	si:ch73-111m19.2_ENSDARG00000003077	0	0	0	0	0	0	0	0	0.2	0.4	0	0	1	2	5	6	5	8
ENSDARG00000003081	mybphb	mybphb_ENSDARG00000003081	0	0.1	0.4	0	0.4	0.6	0.8	1	16	32	89	219	399	539	649	675	612	616
ENSDARG00000003084	spire2	spire2_ENSDARG00000003084	0.2	0.8	11	7	7	1	0.3	0	0.4	0.1	0.3	0.3	0.2	0.5	0.5	0.9	1	1
ENSDARG00000003085	stambpl1	stambpl1_ENSDARG00000003085	0.9	2	4	5	3	2	2	3	5	3	3	1	1	2	2	3	2	2
ENSDARG00000003087	ubxn6	ubxn6_ENSDARG00000003087	3	8	19	19	9	4	4	4	6	8	7	8	8	6	9	10	12	15
ENSDARG00000003091	oclnb	oclnb_ENSDARG00000003091	100	74	57	53	43	28	22	21	13	8	9	12	12	5	8	9	11	10
ENSDARG00000003098	kdm5bb	kdm5bb_ENSDARG00000003098	4	3	11	16	21	22	26	33	42	31	32	34	35	37	47	33	28	26
ENSDARG00000003109	rcan1a	rcan1a_ENSDARG00000003109	6	13	14	14	14	7	4	7	24	12	16	14	11	8	11	11	12	10
ENSDARG00000003113	ada	ada_ENSDARG00000003113	0	0	0	0	0	0	0	0	0.3	0	0	0.5	1	3	8	29	97	143
ENSDARG00000003127	zgc:123105	zgc:123105_ENSDARG00000003127	34	45	42	46	34	38	43	48	43	37	37	33	30	33	22	29	29	31
ENSDARG00000003132	apip	apip_ENSDARG00000003132	0	0.7	2	2	5	14	21	29	51	52	49	44	32	28	24	25	24	27
ENSDARG00000003142	dachc	dachc_ENSDARG00000003142	2	1	0.3	1	0.3	0.2	0	0.5	2	2	3	3	4	4	6	6	5	6
ENSDARG00000003144	pxmp2	pxmp2_ENSDARG00000003144	4	15	14	13	16	15	8	3	5	4	4	2	1	2	1	3	4	6
ENSDARG00000003145	CLMP	CLMP_ENSDARG00000003145	0	0	0.6	0	0	0	0.6	0.7	0.7	0.3	0.7	0.5	0.7	0.6	1	2	2	2
ENSDARG00000003146	si:dkey-27m7.4	si:dkey-27m7.4_ENSDARG00000003146	0	0	0	0	0	0	0	0	0	0	0	0	0.7	1	2	5	6	7
